latitude,longitude,mag
38.6805,-122.3996667,2.46
61.7153,-149.7687,1.3
61.9217,-151.2136,1.6
62.695,-149.2144,1.4
37.5313333,-118.832,0.74
59.7941,-152.9428,2.2
59.7953,-153.9104,2.4
-16.5118,67.7482,5
62.1266,-148.694,0.7
38.2613333,-112.3233333,0.7
19.3898333,-155.2566667,0.38
33.5981667,-116.811,0.08
60.3213,-147.8313,1.8
36.0836667,-117.6308333,0.83
19.3426666,-155.0635071,1.75
44.6706667,-110.4691667,1.56
47.507,-108.4171667,2.19
44.6666667,-110.4696667,1.82
38.4249,-118.904,1
38.8014984,-122.7718353,1.81
18.1623,-67.4079,2.8
36.1898333,-89.4498333,0.92
33.6666667,-116.9258333,0.96
38.7926674,-122.7545013,2.03
38.5583333,-122.29,2.42
36.1903333,-89.4511667,0.89
38.7770004,-122.8588333,1.25
38.3677,-118.8928,0.7
38.5596667,-122.2758333,1.76
38.4085,-118.8742,0.8
36.463,141.2019,4.2
33.6896667,-116.7346667,0.48
33.597,-116.8095,0.92
38.4004,-118.871,0.7
38.309,-118.7571,0.6
63.2753,-151.7796,1.6
19.3758335,-155.8638306,2.34
38.4268,-118.8732,0.6
38.8046684,-122.8170013,1.03
63.5668,-147.5846,1.4
38.3885,-118.9641,0.9
38.3852,-118.9456,0.9
15.8793,-95.7814,4.4
38.3976,-118.8751,0.7
37.5315,-118.8311667,2.24
45.308,-112.702,0.31
34.0221667,-117.081,1.12
64.9138,-149.0038,0.9
35.2043333,-117.268,1.52
38.8251648,-122.8014984,0.52
37.3321648,-121.6983337,1.21
38.4024,-118.8729,0.4
60.2875,-140.8466,1.7
36.0231667,-117.775,0.48
36.0241667,-117.774,1.38
37.571,-118.8413333,0.67
-2.3066,140.7876,5.1
38.833168,-122.7703323,0.44
62.1143,-148.9527,1.4
39.6008,-119.7795,1.3
38.8333321,-122.7730026,1.04
38.8128319,-122.8130035,1.72
38.395,-118.8829,1.1
38.3002,-118.7776,0.3
38.3104,-118.7633,0.2
37.0923,-117.0514,-0.1
-15.0664,-73.9888,5.1
64.1743,-150.0663,1.2
35.0313333,-117.6855,1.39
38.6455,-118.736,0.5
36.0111656,-120.5701675,2.01
38.3896,-118.8789,0.9
64.9695,-147.3606,1.2
58.2392,-155.1093,0.6
33.7885,-116.1516667,0.84
19.339,-108.3473,4.2
33.6025,-116.8056667,0.42
37.5695,-118.84,1.07
33.6731667,-116.7218333,0.94
46.1948333,-122.2645,0.73
61.287,-151.6413,1.6
62.0154,-149.3428,1.6
63.2028,-150.4507,3
47.5533333,-113.5675,0.28
36.702,-116.3195,-0.2
61.9009,-151.4686,1.8
38.8139992,-122.7630005,1.16
37.0493,-97.3764,2.9
38.8069992,-122.8206635,0.47
49.4258333,-120.5396667,2.15
38.8318329,-122.8069992,0.57
36.2766667,-89.521,1.22
46.6546667,-121.488,0.89
37.5691667,-118.8411667,1
0.0986,126.2182,4.7
38.3059,-118.7609,0.4
34.7591667,-118.1701667,1.63
38.8135,-122.8298333,0.37
22.55,94.7874,4.5
63.0108,-150.9582,1.7
62.2817,-153.4012,1.5
33.0435,-115.9145,1.73
38.3675,-118.879,0.9
38.821167,-122.7955017,1.04
33.947,-117.0641667,0.87
38.8204994,-122.7959976,1.36
59.6761,-150.7825,1.9
34.995,-118.1978333,1.06
37.569,-118.8408333,0.8
37.5691667,-118.8418333,1.99
63.3445,-149.7682,1.9
65.1702,-146.0739,1.5
33.5971667,-116.8095,0.24
39.5811667,-121.551,2.08
65.1151,-146.719,1.9
18.868,-155.1628333,1.96
34.3488333,-116.0426667,0.67
65.8729,-146.1429,2.6
35.5605,-118.3215,1.36
46.319,-111.6111667,1.24
47.6833333,-122.58,0.19
38.8293343,-122.8078308,1.03
37.148,-115.563,0.8
35.0435,-118.3213333,1.22
47.799,-122.3525,1.37
38.3072,-118.7836,1.1
58.2041,-155.5298,1.2
61.6473,-149.7555,1.6
38.8463333,-122.8246667,0.45
38.2984,-118.756,0.6
38.3102,-118.7682,0.7
38.3108,-118.7653,0.4
46.19,-122.2241667,-0.51
33.725,-116.835,1.3
-23.3328,179.7297,4.5
38.821167,-122.8081665,1.5
60.07,-150.3389,1.7
65.4721,-144.7217,1.2
36.8033333,-121.5214996,2.07
36.8046667,-121.5176667,2.46
62.4279,-151.3736,1.6
36.8055,-121.5186667,2.96
33.4978333,-116.7905,0.66
38.4014,-118.8723,0.8
36.021,-120.5801667,0.56
63.1726,-151.3319,1.6
62.1317,-149.4331,1.6
59.6408,-138.7958,1.7
36.6992,-116.3146,0.8
19.2006664,-155.4754944,1.74
39.5987,-119.7847,0.4
38.8248329,-122.8078308,1.38
38.3026,-118.7974,1.4
38.2988,-118.7946,0.7
45.5165,26.2221,4.7
47.4173333,-113.2431667,1.05
61.3673,-150.4298,1.4
38.4097,-118.9353,1.8
38.3884,-118.9349,1.7
59.9404,-150.9721,2.1
38.3039,-118.7893,1.2
60.0268,-151.0392,2.1
19.1082,-66.6853,3.2
38.2988,-118.7782,0.2
45.1986,150.0233,4.5
60.9455,-149.2478,1.2
39.3356667,-122.7941667,1.64
38.3841,-118.8778,0.8
-41.5886,-83.8056,5.4
38.3884,-118.8628,0.7
59.5959,-138.9213,1.9
38.0428,-118.8339,0.8
40.2798347,-124.392334,2.16
37.3575,-121.7393333,1.4
19.3258343,-155.1369934,1.89
59.7256,-152.3745,1.6
63.256,-151.8277,1.2
46.5963333,-119.7978333,0.58
33.6673333,-116.9286667,1.28
62.5018,-151.3876,1.8
38.3983,-118.9115,0.8
39.3204994,-122.7965012,1.86
59.1387,-153.5328,1.2
35.994,-117.7868333,0.27
37.1688333,-112.0483333,1.39
36.6177,-116.0461,0.1
36.8104,-116.0036,0.1
33.5026667,-116.3683333,0.8
61.0397,-148.3405,1.7
27.3044,103.4285,4.9
38.3871,-118.8902,0.9
25.1249,63.3072,5.2
38.3812,-118.8647,0.6
63.5476,-150.9101,1.8
-2.8081,139.0982,4.9
20.0915,-156.4575,3.01
59.8438,-152.9809,1.8
38.8033333,-122.7925034,0.75
38.299,-118.7837,0.3
59.6402,-152.2209,2.2
46.5963333,-119.8061667,0.92
38.7633324,-122.7275009,1.4
40.2006667,-121.109,2.44
46.5978333,-119.802,0.38
38.3515,-118.864,1.8
36.6991,-116.3265,-0.1
36.6176,-116.0441,0
45.7281,26.6641,4.4
38.889,-115.5695,1.9
59.7374,-151.0996,1.5
38.3873,-118.8697,0.6
33.6718333,-116.7235,0.6
36.3015,-120.878,2.06
38.824,-122.7871667,0.72
38.8364983,-122.7734985,1.09
35.4623337,-120.7584991,1.21
41.407,-111.7265,1.68
41.403,-111.7423333,2.41
33.5983333,-116.8091667,0.32
18.1352,-67.359,2.9
-7.5217,106.9927,5
36.2805,-89.5281667,1.4
36.8071671,-121.5228348,1.73
64.762,-149.0347,0.1
-7.3174,129.3991,4.8
58.0096,-152.9287,1.8
36.7028,-116.3246,-0.1
38.3044,-118.7942,1
38.3911,-118.884,0.8
46.8648333,-112.3631667,1.11
64.6677,-149.3059,1.5
32.097,-116.3571667,1.69
34.039,-116.8258333,0.94
38.3478,-118.9283,1.5
32.872,-116.2203333,1.3
33.6825,-116.7211667,0.28
48.3388333,-120.9885,1.04
38.3584,-118.913,1
33.2878333,-116.275,1.34
33.5036667,-116.5546667,0.38
59.9077,-151.5395,1.2
39.044,-118.8065,1.2
19.0851,-66.6977,3
33.6033333,-116.9351667,1.99
64.7222,-147.6959,0.4
38.8380013,-122.7878342,0.89
38.305,-118.785,0.7
38.4027,-118.897,0.8
63.2699,-151.0492,1.5
62.3288,-149.1373,1.5
33.8336667,-117.6716667,0.43
60.0079,-151.4933,1.8
39.5664,-115.827,1.9
34.1355,-116.9038333,1.52
34.1376667,-116.9011667,0.78
63.5464,-150.8143,1.9
62.0061,-150.0061,1.4
34.0901667,-117.3198333,1.17
18.9853,-65.0408,3.3
65.1442,-149.0366,2
34.4008333,-118.5823333,1.38
37.0545,-97.3665,2.7
34.1568333,-116.9865,1.6
38.3743,-118.9095,1.4
38.3559,-118.877,1.2
19.1005,-66.6987,3.3
38.3766,-118.9014,1.3
37.6358333,-119.0493333,0.16
37.6566667,-118.9333333,0.25
38.7724991,-122.7228317,1.69
38.7723333,-122.716,2.27
38.8613319,-122.8363342,0.95
46.5906667,-122.436,0.88
62.9364,-151.2651,1.7
33.5143333,-115.8523333,1.32
45.6981667,-122.3466667,1.07
37.1361,-117.0705,1.4
39.5556,26.1827,4.9
37.1441,-117.0669,1.9
61.3154,-150.599,1.9
51.5935,-177.7557,2.1
36.8736,-98.0954,3
66.1221,-162.3508,2.6
34.1356667,-116.9025,1.64
38.8230019,-122.7809982,0.75
35.052,-117.6685,1.31
36.4044,-98.6736,2.5
65.0106,-147.321,1.4
-18.0346,-178.505,5.1
37.268,141.5451,4.4
38.8279991,-122.8056641,0.43
38.847168,-122.8259964,1.12
37.5685,-118.848,0.59
37.4003334,-121.7503357,1.51
39.5215,26.1487,4.3
61.741,-148.2227,1.6
61.8529,-147.7911,2.2
48.1338333,-121.8968333,1.28
33.5036667,-116.7903333,0.53
61.744,-148.2156,1.4
25.2164,63.2718,6.3
48.294,-121.883,0.88
62.381,-147.6656,2.1
39.5186,26.1704,4.3
38.3832,-118.8899,1
61.4976,-146.1953,1.1
37.0813333,-97.8233333,2.08
39.579,26.1709,4.5
63.4898,-147.3117,1.4
38.7004,-118.4492,0.7
37.5676667,-118.8598333,1.47
58.6328,-154.0002,1.4
64.998,-151.7131,1.4
38.8248329,-122.8556671,0.33
38.3719,-118.8834,1.2
33.502,-116.792,0.9
33.8536667,-116.8268333,0.9
67.1239,-145.143,1.7
39.6017,-115.8385,2.4
62.3851,-151.471,1.6
64.9499,-151.694,2.6
64.9119,-151.4738,2.6
38.8386667,-122.8285,0.43
63.2737,-150.4738,1.2
18.9211667,-155.5448333,3.21
61.8766,-150.1311,1
33.4933,134.5731,4.3
34.1381667,-116.8956667,1.27
62.9481,-151.3105,1.4
59.9159,-153.6225,3.4
44.7785,-112.9453333,1.29
-43.218,-74.4529,4.1
-8.4474,113.1099,5.2
51.1338,-174.5737,3.9
38.4002,-118.9045,1
64.7625,-149.3195,1
17.8495,-65.6836,2.2
53.4829,-167.0219,1.6
34.1341667,-116.8975,1.24
18.0375,-67.8544,3.4
38.7523333,-122.7328333,0.95
39.6066,-119.7871,1.6
34.1358333,-116.902,1.38
60.3152,-146.7812,1.8
38.3795,-118.874,1.6
37.2186,-116.7439,0.3
64.6145,-149.4374,0
39.6013,-119.7892,1.2
38.8068352,-122.8016663,1.03
39.5975,-119.7619,0.8
59.3536,-153.5317,1
-56.3917,-25.8834,5.1
17.8882,-65.6061,2.1
38.3996,-118.8815,1.2
18.6425,-66.0429,2.5
62.4834,-153.3013,1.6
19.5281667,-155.688,1.38
38.8073349,-122.8054962,1.28
61.7498,-151.2829,1.5
19.1735,-155.1578333,1.97
62.334,-149.0053,2
41.4939,142.1255,4.2
60.277,-150.8714,1.8
62.1137,-150.8814,2
37.577,-118.9218333,0.75
-21.7997,-179.399,4.9
38.3627,-118.9118,1.2
57.0395,-157.7349,2.1
60.6799,-151.7224,1.4
38.3847,-118.9074,1.2
33.4981667,-116.7905,0.69
64.9537,-146.9676,0.8
33.7051667,-117.4533333,0.32
33.524,-116.5698333,0.14
36.8657,140.353,4.4
63.0276,-150.4468,1.8
37.4695,-118.778,1.1
38.4342,-118.9331,1
35.5628333,-118.3231667,1.44
33.4891667,-116.4255,0.53
33.9913333,-116.9976667,1.91
36.814,-115.9943,0.2
38.8243332,-122.8600006,1.64
48.599,-123.0575,1.16
38.8441658,-122.8219986,1.53
61.6957,-148.1893,0.7
47.423,-122.7395,1.36
38.8033333,-122.8353348,1.58
64.6412,-149.1443,1.5
38.8036667,-122.7911667,3.24
36.0845,-117.7023333,1.7
31.3103,131.6547,4.4
36.082,-117.701,1.14
32.7095,-116.8686667,1.46
36.4258,-96.9217,2.9
33.8025,-116.9331667,1.52
38.3667,-118.8995,1.3
35.9843333,-120.1058333,1.9
59.8911,-153.0896,2.7
19.4723333,-155.6571667,1.21
35.9778333,-120.1033333,1.51
36.1214,-97.0086,1.8
33.9993333,-117.2036667,1.09
63.3139,-145.3077,1.4
61.7702,-147.2932,1.9
65.0958,-148.8662,0.6
38.3221,-118.9241,1
33.8365,-117.0445,1.33
33.601,-116.8116667,0.27
33.4415,-116.5113333,0.6
63.5035,-150.9874,0.3
64.4571,-149.7797,1
41.5995,-112.4275,0.61
38.783165,-122.456337,1.88
63.8996,-150.3212,1.3
38.8336678,-122.8119965,1.35
33.4998333,-116.785,0.41
36.998,-116.3633,-0.1
61.7132,-148.2094,1.3
33.6888333,-116.7898333,0.67
38.8001671,-122.8061676,0.81
38.3556,-118.8961,1.2
36.5553333,-89.5828333,1.07
52.0183,-170.2679,2.8
38.3813,-118.9081,1.8
36.6977,-116.3274,-0.1
38.5578333,-122.2751667,2.46
61.3071,-146.9774,2.3
38.489,-112.8506667,1.15
63.4722,-148.8102,1.6
62.9346,-151.1221,1.9
-29.6686,-72.0247,4.8
17.9522,-66.9886,1.6
44.7816667,-112.9561667,1.39
59.8964,-151.5272,1.6
19.329,-155.1933333,1.74
63.463,-151.0329,0.2
38.3938,-118.8972,0.9
59.4726,-152.7576,1.8
39.5234,26.0797,5.3
19.3341667,-155.2861667,0.75
36.7023,-116.3162,-0.1
37.273,-118.3198333,0.83
57.9556,-154.8191,2.1
61.7321,-151.2174,2.6
62.158,-149.4364,1.4
36.697,-116.3175,0.7
38.7475014,-122.704834,1.75
63.0959,-151.659,0.5
33.4511667,-116.7205,0.65
38.8135,-122.796,1.94
37.0731,-116.419,-0.1
33.6715,-116.6956667,0.39
19.4726667,-155.6598333,1.3
64.972,-147.318,1.3
38.8238335,-122.7968369,1.35
64.2399,-150.3946,1.5
36.7017,-116.3135,0.1
62.985,-148.7784,2.1
38.3541,-118.9147,1.2
-18.9569,176.2518,5.1
59.8377,-153.3334,1.8
33.8661667,-117.5006667,1.36
-19.1848,176.4543,4.5
33.6356667,-116.685,0.67
33.631,-116.6773333,0.53
38.8466682,-122.8259964,0.45
47.6163333,-114.419,0.62
38.8458328,-122.8276672,1.04
38.793,-122.4481667,2.48
36.4144,-96.8912,2.9
63.2954,-150.5129,1.7
40.7746667,-124.099,2.09
64.1536,-148.2923,0.7
36.777832,-121.5019989,1.89
33.5081667,-116.4968333,0.66
62.4582,-149.3473,0.7
36.9951,-117.68,1.1
35.0071667,-118.1978333,1.37
40.116,-122.9325,2.52
60.6312,-150.4506,1.7
38.7675018,-122.8580017,1.15
32.8963333,-116.2653333,2.04
38.3277,-118.9198,0.9
59.4811,-152.5484,1.3
-57.0138,-150.6283,5.6
39.2923333,-123.1005,2.51
38.376667,-122.19133,1.91
34.3418333,-116.882,1.45
33.4668333,-116.4736667,0.49
30.6146,79.1719,5.6
33.0451667,-116.4386667,1.08
38.6173325,-122.3878326,2.05
46.0228333,-118.6166667,1.4
64.7538,-149.9113,0.8
33.0218333,-115.5573333,1.4
37.0898,-116.7444,0.3
62.1768,-147.9627,1.4
19.386,-155.2453333,0.51
62.4804,-149.3468,2
38.7101667,-122.878,2.35
37.0862,-116.7474,1
48.6023333,-123.0855,1.52
36.0471667,-120.623,0.29
19.4743333,-155.6591667,0.78
48.6323333,-123.085,0.13
-37.3645,178.6678,5
61.5217,-140.9045,1.5
61.7457,-148.1711,2.3
38.8493347,-122.7981644,0.98
34.1833333,-117.4003333,1.65
32.903,-116.2591667,0.86
33.7423333,-117.072,0.59
37.1864,-117.3608,-0.2
37.1936,-117.358,0.5
65.3964,-145.4558,1.4
33.5073333,-116.4436667,0.23
61.735,-148.2465,1.1
36.8152,-116.2732,0.1
38.5586667,-122.2725,2.14
61.6529,-150.3712,1.9
38.553,-122.2468333,2.33
38.5613333,-122.2833333,3
38.5621667,-122.2853333,3.01
38.8341675,-122.7938309,0.68
40.446,50.6236,4.6
61.6464,-147.1385,0.8
60.8825,-149.8358,1.6
61.4898,-151.9371,1.1
61.4884,-151.9322,1.2
3.4295,-74.652,5.4
47.0155,-121.944,1.14
39.313,54.8311,4.6
1.0704,123.8467,4.8
62.4507,-151.9636,1.9
33.192,-115.5761667,1.59
36.7004,-116.3072,-0.3
63.3425,-150.3661,1.6
33.4825,-116.8195,0.25
33.591,142.5173,5
36.9224,-116.3884,0
39.5395,26.1363,4.9
37.228,-117.5346,0.4
37.3798333,-121.733,0.62
19.0843333,-155.4015,1.79
37.6228333,-118.8821667,1.2
61.7282,-148.232,1.1
35.6856,-97.3974,3.1
45.9016667,-112.3071667,0.68
39.5828,26.1023,5.4
33.4981667,-116.7918333,0.25
38.8448334,-122.840332,0.69
36.8154,-116.2609,-0.2
20.0566667,-156.6133333,3.01
59.6754,-152.7253,1.4
41.6661667,-111.711,0.43
63.5521,-151.0172,1.7
59.8463,-152.9022,1.6
61.7254,-148.2417,0.9
36.0519981,-120.6203308,1.82
38.3883,-118.8833,1.2
38.7965,-122.7621667,0.57
36.9229,-116.3864,0.4
62.131,-151.5587,2.5
34.018,-117.2311667,1.05
60.1916,-141.7159,1.5
64.8896,-151.9699,1.8
19.361166,-155.2546692,1.86
-20.9033,-68.944,4.8
31.6201667,-116.0078333,3.4
38.8059998,-122.8156662,0.72
64.2446,-149.8654,1.1
17.9943,-65.1566,2.7
33.5938333,-116.7688333,1.02
32.8746667,-115.5188333,1.21
33.5031667,-116.7913333,0.3
46.1063333,-112.1105,0.68
38.4695,-112.4898333,2.35
36.2307,140.6746,4
36.7027,-116.3232,-0.2
35.8714981,-120.9686661,1.38
18.0436,-65.6067,1.8
32.8726667,-115.5185,1.59
63.3466,-149.9686,1.3
33.6925,-116.7673333,0.34
36.7856,-115.9579,-0.1
32.0412,83.9725,4.5
61.7212,-148.1669,2.6
33.499,-116.7886667,0.28
61.5004,-140.8866,1.6
38.4028,-118.9063,1.1
18.8828333,-155.547,2.06
62.1295,-149.541,2.5
32.5766667,-117.4971667,2.24
61.6136,-146.1438,1.9
59.8494,-152.8487,3.7
64.7884,-148.8085,0.1
37.0374,-117.6453,0.7
60.2534,-153.6404,2.5
38.3926,-118.8905,1.7
39.6178,26.1147,5.2
61.3359,-146.8311,1.4
38.8160019,-122.8198318,1.36
38.8075,-122.8041667,0.76
33.5816667,-116.6051667,1.37
33.5788333,-116.6041667,1.33
37.6355,-119.0371667,0.31
33.2026667,-116.6135,0.53
48.835,-122.5538333,2.37
62.2754,-148.7132,0.7
33.4971667,-116.7905,0.67
37.6331667,-119.0323333,0.27
36.7086,-116.3186,-0.1
37.6345,-119.0365,0.96
61.738,-148.1571,2.3
18.7812,-65.1417,3.1
61.7263,-148.2271,1.1
32.9343333,-116.0445,1.81
37.3686667,-112.5786667,1.43
38.4796,141.7805,4.5
62.7188,-149.1239,1.8
65.009,-147.3434,1.8
37.2001,-118.1664,1
33.503,-116.7906667,0.43
38.3744,-118.8978,1.2
33.6898333,-116.7946667,0.86
36.6985,-116.3212,0.1
42.6858,-111.7264,3.4
59.9526,-139.3827,1.4
63.0899,-150.9905,2
59.9572,-152.8992,2.1
62.6863,-149.6072,2.1
65.9761,-150.2827,1.4
33.7093333,-116.7593333,0.87
33.8866667,-116.8626667,0.6
36.5919,70.526,4.2
38.3565,-118.8746,0.8
37.6373333,-118.938,0.6
33.6626667,-116.6866667,0.24
37.6376667,-118.9363333,1.4
61.2574,-147.6381,1.6
33.6631667,-116.6873333,0.69
62.1862,-150.0232,1.8
57.2375,-156.6682,2.7
36.5647,-115.9029,0.1
37.4785,-118.832,0.94
36.063,-118.003,1.7
36.0591667,-118.0035,1.66
33.66,-116.6878333,0.28
36.2586667,-89.4711667,1.16
59.8616,-153.0293,1.9
49.467,-120.536,2.06
38.8434982,-122.8291702,1.11
33.5958333,-116.814,0.33
61.716,-153.9729,2
37.5318333,-118.8575,0.34
33.5046667,-116.4341667,0.5
44.7973333,-113.023,3.13
60.7042,-147.3513,1.9
54.7973,-159.4377,2.8
38.8400002,-122.7990036,1.35
59.894,-153.2162,2.1
36.6524,-115.953,-0.1
36.6262,-116.9326,-0.1
34.1565,-116.987,1.33
36.7001,-116.3155,-0.2
61.0956,-139.9992,1.6
40.3056667,-124.665,2.16
39.375,54.8746,4.5
61.2427,-147.6999,1.6
36.726,-116.2182,-0.2
61.7281,-148.2599,2.6
39.6542,-119.7229,1.6
36.7085,-116.3191,0.3
61.1063,-139.9584,1.4
38.8156662,-122.8218307,0.64
-21.2041,-68.8944,4.6
35.4698334,-120.7551651,1.51
36.6989,-116.3211,-0.2
61.7189,-148.1676,2.9
61.7278,-148.2508,2.8
38.8428345,-122.831337,1.45
38.0941,-116.7562,1.8
63.1154,-151.3537,1.6
36.6807,-97.6585,2.7
63.2545,-151.079,1.5
34.1546667,-116.9043333,0.63
59.7656,-152.8688,1.4
66.3165,-155.3651,2.5
37.617,-122.4505,0.67
34.1371667,-116.9008333,1.19
34.1535,-116.4153333,1.12
58.9345,-149.7616,2.4
61.4089,-140.3134,0.5
61.3782,-140.3626,1.6
59.8703,-152.1445,1.9
36.5065002,-121.0596695,1.55
19.2138333,-155.4461667,1.99
39.3021,54.733,5
37.871666,-121.8119965,1.89
65.1955,-149.0499,0.6
46.6715,-122.3786667,0.96
33.507,-116.7858333,0.36
19.3986664,-155.2830048,2.04
62.8476,-149.4613,1.7
63.2195,-150.7027,1.9
37.5975,-118.7875,2.03
35.9898333,-91.297,2.15
62.9418,-149.7038,2
61.4145,-140.1647,2.6
61.3878,-140.2867,1.7
59.9835,-153.4764,3.1
38.8263333,-122.8571667,0.45
38.8018341,-122.7720032,0.88
39.2709,54.8135,5.2
35.9915,-91.285,2.03
18.2437,-63.1429,3.6
34.0266667,-116.7493333,0.98
36.651001,-121.2878342,1.68
37.2771667,-118.318,1.14
38.9846,-115.6587,1.3
63.5506,-151.1026,1.8
33.725,-116.7611667,0.92
33.725,-116.7676667,0.63
35.5083333,-118.3191667,1.01
37.5328333,-118.858,0.34
38.8436661,-122.8310013,1.12
33.4958333,-116.7901667,0.47
36.047,-117.855,0.97
61.4863,-149.984,3
37.5128333,-118.834,0.87
61.7322,-148.2003,1.6
61.6559,-149.5537,1.7
33.693,-116.7771667,0.54
33.4503333,-116.711,0.31
44.6575,-110.4575,1.34
44.6601667,-110.4565,1.43
63.2578,-151.0314,0.5
33.6595,-116.7571667,0.91
33.6603333,-116.7593333,1.09
36.7013,-116.3177,-0.1
64.7554,-149.2244,0.7
44.6595,-110.4561667,0.73
