latitude,longitude,mag
61.5839,-150.1974,0.9
34.1366667,-116.9011667,0.88
33.9768333,-117.7451667,0.77
41.873,-119.6091,1.6
37.623,-118.8773333,0.23
63.2879,-151.1185,1.8
63.4867,-150.8516,0.6
33.3008333,-115.6666667,1.37
38.8209991,-122.836998,0.89
33.0103333,-116.2701667,1.46
37.6275,-118.8691667,0.26
35.3533333,-117.5428333,2.2
-45.4969,166.3168,4.8
33.153,-116.5433333,0.72
18.2931,-67.3983,2.6
-28.2587,-67.4424,4.4
37.053,-97.8551667,2.17
34.858,-118.9745,1.28
33.494,-116.4933333,1.26
63.4338,-146.0407,1.3
61.2676,-150.504,2.5
64.9022,-147.8831,0.2
64.7613,-147.4884,0.8
44.8185,-111.5311667,1.27
32.3621667,-115.3755,3.29
19.4956667,-155.4206667,0.96
34.0243333,-116.3175,0.95
33.8568333,-116.848,0.46
36.3068333,-119.9993333,2.06
36.4558333,-89.5501667,1.11
37.0528333,-97.8556667,1.63
-36.924,-96.0016,5.2
38.3864,-118.8959,1.1
34.0238333,-116.3203333,1.73
59.4177,-152.8479,1.9
38.0818,-119.2454,1.1
64.7037,-149.1897,0
19.3698333,-155.2228333,1.22
19.1236,-67.5828,3
37.0562,-117.6339,0.3
62.0862,-148.1361,1.9
31.452,-103.472,2.4
37.5748333,-118.8436667,0.56
61.9997,-141.937,1.3
33.923,-116.776,0.58
38.8193321,-122.8588333,0.83
-6.0282,130.7742,4.3
33.45,-116.7205,0.47
38.3713,-118.8927,0.7
34.1948333,-117.5026667,0.36
37.053,-97.8546667,2.17
32.9611667,-116.255,0.97
33.672,-116.7065,0.78
38.4344,-118.9034,0.8
37.0707,-117.6267,0.1
37.0521667,-97.853,1.81
38.3721,-118.8809,0.8
38.165,-118.7171,0.7
19.3951667,-155.255,1.77
33.447,-116.6438333,0.34
38.2948,-116.382,0.9
33.756,-116.0121667,0.78
33.765,-116.0306667,0.86
37.7858315,-122.1948318,1.39
44.634,-112.5013333,0.91
45.3761667,-112.5695,0.2
33.9756667,-117.754,1.47
38.3809,-118.9084,1.7
38.3575,-118.8978,1.2
76.2096,-120.4679,4.2
34.177,-117.0436667,1.03
38.3862,-118.9081,0.6
38.3826,-118.9114,0.6
36.0466667,-117.873,0.64
36.7068,-116.3098,0.2
37.9851,-118.7523,0.9
38.4076,-118.9174,0.7
47.5195,-115.827,1.21
41.8697,-119.6,0.8
17.773,-68.7764,3.7
38.7911667,-122.7358333,0.16
40.6177,19.7009,4
58.657,-155.0795,2.6
64.9931,-147.2866,1.7
33.695,-116.7528333,0.69
36.6571667,-121.2741667,2.53
41.9113,-119.6487,1.4
19.3026667,-155.2133333,1.46
38.2987,-118.5061,1.1
44.6893333,-112.766,0.9
57.6368,-155.8404,1.9
38.5272,-118.2298,0.8
64.6565,-150.6588,0.8
62.618,-149.7399,1.8
40.8248333,-112.491,1.08
60.5494,-141.2756,1.5
59.6819,-152.6836,2.7
64.0189,-148.8743,1.8
36.6991667,-121.3365,0.99
32.6508333,-115.7365,1.55
32.647,-115.7361667,1.47
39.5077,73.4806,4.2
36.7096,-116.3276,-0.1
49.3983333,-120.522,2.06
64.6658,-150.7363,1
38.8334999,-122.7829971,1.24
-30.174,-177.6078,4.8
39.6001,-119.7888,0.8
18.8269,-65.1828,3.2
38.4034,-118.934,0.8
39.6051,-119.7813,1.1
46.4591667,-112.3215,0.21
39.2733333,-122.8818333,1.48
38.8373337,-122.7845001,0.85
62.9373,-149.6445,2.7
39.7587,-120.7223,1.1
36.5061684,-121.0588303,1.98
39.6035,-119.7812,1.2
44.7896667,-113.0178333,2.39
37.38,-118.432,0.44
39.588,-119.8085,0
60.4124,-151.4101,1.6
63.5571,-147.9005,1.7
38.4192,-118.8988,2.2
38.8149986,-122.8201675,1.35
39.5971,-119.7685,0.3
38.3716,-118.9018,1
-33.1068,-69.6479,4.1
-20.4766,-178.4317,4.7
39.6008,-119.7751,0.5
33.6291667,-116.6698333,0.08
60.4484,-152.2389,1.7
38.7313,-119.6048,0.7
61.3163,-150.5035,1.6
38.8105011,-122.7914963,0.61
37.5704994,-122.4714966,1.98
38.8144989,-122.8071671,1.1
38.8171654,-122.8000031,0.63
33.8996667,-116.2126667,0.82
-16.0192,168.1216,4.9
39.6007,-119.7699,0.4
37.0537,-117.636,0.4
36.0861667,-117.6555,1.21
5.7422,124.7229,4.8
33.897,-116.215,1.03
61.5119,-140.7897,1.4
34.0321667,-117.2393333,1
46.6338333,-112.0331667,0.91
31.3596,49.4757,4.2
36.065,-117.8671667,0.73
64.6062,-149.6013,0.5
58.5766,-153.062,2.1
33.493,-116.7915,0.97
39.6014,-119.7684,0.5
18.0105,-67.1445,1.7
60.8962,-146.9194,2
38.8310013,-122.8010025,0.34
38.8196678,-122.7983322,1.51
34.0078333,-117.209,1.16
33.8975,-116.2026667,0.81
34.4275,-119.284,1.74
33.0301667,-116.4308333,1.01
34.1388333,-116.9055,1.07
36.5971667,-121.1331667,1
38.3968,-118.9325,1
38.405,-118.9046,0.9
61.0499,-152.4543,2.3
33.6046667,-116.806,0.24
64.2164,-147.0026,2.4
65.4469,-144.9548,1.6
38.3801,-118.9237,0.9
33.5975,-116.6218333,0.24
19.406,-155.2781667,0.59
33.5701667,-116.7125,0.07
62.0118,-149.5494,1.8
39.6226667,-111.2665,1.71
36.9968,-117.6711,0.6
59.0116,-152.7799,1.8
35.9545,-118.435,1.69
35.9543333,-118.4405,1.36
65.4394,-144.7411,1.6
19.3308333,-155.4086667,1.18
35.7411,81.7468,4.6
60.9562,-151.4138,1.4
37.6183319,-122.4663315,1.51
61.3133,-152.6796,2.2
38.7608337,-122.7381668,0.93
17.8948,-65.8799,2.4
62.8297,-151.1967,2.1
61.4394,-152.3108,1.3
37.8160019,-122.06633,1.56
63.2064,-151.9004,1.2
35.6346667,-84.2731667,1.39
33.5093333,-116.5455,0.57
45.4098333,-112.663,0.11
38.8121681,-122.8291702,0.65
65.1568,-146.5597,1.4
33.5713333,-116.7133333,0.02
36.8611,-97.9987,2.8
38.3678,-118.9082,1.5
37.5005,-118.842,1.06
38.4018,-118.9131,1
38.3827,-118.9028,1.2
38.3806,-118.8908,1.7
66.3465,-150.4395,1.9
64.7554,-150.9218,1.1
-40.3268,174.4234,4.6
35.707,-118.0771667,0.86
38.3766,-118.8849,0.9
37.3511667,-112.7095,1.14
34.444,-117.9173333,0.97
38.369,-118.9107,1.2
38.8051682,-122.7931671,0.75
60.6307,-142.9658,1.4
60.5195,-143.0772,1.7
61.0554,-147.8465,1.7
37.0124,-116.3687,0.4
-6.5518,128.1083,4.3
63.1873,-150.4994,1.8
38.3852,-118.9256,1.5
36.9816667,-83.2753333,1.91
46.6026667,-119.8445,0.46
36.717,-116.3155,-0.2
35.9884,-116.0865,1.1
38.8258324,-122.8241653,0.77
15.996,-92.85,4.4
48.5955,-123.0496667,0.25
33.867,-116.8088333,0.64
37.0478333,-97.7946667,1.67
38.4223,-118.8962,1.5
38.8353348,-122.774498,0.82
38.4246,-118.9031,1.5
38.8356667,-122.7721634,0.64
38.8416672,-122.8286667,0.68
36.7186,-116.321,-0.2
37.2115,-114.8333,1
37.5065,-118.8628333,0.73
36.0183333,-117.725,0.62
36.674,-116.3095,0
66.1833,-150.3314,1.1
38.8235016,-122.8024979,0.89
37.6056667,-122.4346667,0.66
37.5035,-118.8385,0.87
33.897,-116.2061667,1.47
62.9426,-149.6969,2.1
33.897,-116.21,1.23
34.3103333,-116.9138333,1.16
46.8856667,-112.5453333,1.05
33.5015,-116.787,0.49
32.6216667,-116.0736667,1.35
33.4635,-116.5856667,0.66
-10.3925,161.0208,4.7
38.9555,-115.635,1.7
38.7541667,-122.7231667,1.86
61.1117,-151.3814,1.9
33.897,-116.2128333,0.92
38.8221664,-122.7888336,1.03
38.3682,-118.8941,1.1
39.0481,-115.6862,2.2
33.8981667,-116.211,0.75
38.3275,-118.9341,1.1
33.8973333,-116.2128333,2.5
38.3816,-118.921,1.1
18.0121,-64.9011,2.1
38.3949,-118.8968,1.9
34.078,-118.346,1.41
-2.6188,139.8288,4.7
61.5532,-152.3184,2.3
63.0601,-151.5024,1.6
36.2911682,-120.8451691,1.96
37.0936,-117.4479,0.9
35.9808333,-120.544,0.28
19.3946667,-155.2311667,2.35
36.9686,-115.9836,0.3
60.6526,-151.7118,1.4
37.6231667,-119.0236667,0.69
38.8224983,-122.796669,1.59
36.7019,-116.3207,0
61.6936,-148.2077,0.8
61.4707,-151.8101,1.8
18.3614,-64.7583,2.8
19.3951667,-155.2253333,1.83
65.4238,-144.7094,2.3
36.0655,-117.8678333,0.92
37.4274,-114.0059,0.6
41.5475,-125.8843333,2.37
63.3555,-151.3116,1.9
39.9495,-120.4863,1.6
64.9743,-147.2564,1.7
38.3331,-118.9062,0.9
61.8559,-148.5557,1.2
37.0313333,-97.8126667,1.54
-6.1184,154.471,4.6
36.7016,-116.3192,1.5
36.6973,-116.3201,0.3
37.6221667,-119.0215,-0.05
33.9885,-117.2036667,1.52
36.701,-116.3166,1.8
64.7018,-148.6984,1
19.3826667,-155.2815,0.34
49.3416667,-120.4705,2.06
17.8948,-65.8872,2.5
19.4081667,-155.6345,1.9
38.3988,-118.8899,1.1
35.0416667,-117.6795,1.52
36.951,-111.8965,2.01
47.5636667,-116.9751667,1.86
33.9588333,-116.6495,0.82
32.9768333,-116.4623333,2.01
33.0665,-114.9936667,1.46
37.6046667,-122.4358333,0.95
62.4032,-149.7418,1.4
33.8986667,-116.2113333,0.9
38.8218346,-122.7991638,0.57
32.717,-115.4081667,1.41
14.7412,-92.5215,4.6
38.7465,-122.7023333,0.7
37.4801667,-118.8461667,1.21
19.5186667,-155.6246667,2.88
35.0196667,-118.1371667,1.51
46.0025,-112.4628333,1.64
15.088,-60.5163,5.8
33.8968333,-116.213,1.78
38.3652,-118.9073,1.3
57.0714,-153.733,2.2
19.3061667,-155.2153333,1.6
33.982,-116.936,0.89
38.8175011,-122.8151703,1.12
38.3761,-118.922,1.5
33.8966667,-116.2126667,1.29
61.5669,-149.8881,1.6
37.1498333,-98.001,1.79
33.8978333,-116.2116667,0.95
33.912,-117.0995,1.31
33.8971667,-116.2126667,0.92
33.8966667,-116.2115,0.95
33.8965,-116.2106667,1.27
37.6446667,-122.4676667,0.99
38.7813339,-122.7786636,0.7
38.8033333,-122.7705002,1.09
63.7844,-150.533,1.1
38.3875,-118.8942,1.2
33.8966667,-116.2086667,0.88
38.3546,-118.892,1
38.833168,-122.7741699,0.8
59.6577,-153.3619,3
48.4695,-121.9396667,0.8
18.0317,-65.4294,2.4
32.7405,-115.418,1.39
37.5601667,-118.8298333,0.3
19.3923333,-155.2581667,0.51
59.682,-152.6813,1.8
63.2766,-150.354,1.4
40.242,-123.65,2.74
40.2385,-123.6468333,3.68
38.8230019,-122.8615036,0.89
38.7713318,-122.7389984,0.98
37.6406667,-118.9313333,0.34
43.7556667,-111.0056667,1.17
36.5187,-98.9788,2.9
38.3825,-118.905,0.9
19.3811665,-155.2409973,1.87
60.2911,-152.425,2.2
34.2363333,-117.431,0.95
32.8631667,-116.1896667,0.73
35.3986667,-118.2186667,0.97
38.389,-118.9056,0.6
37.308,141.3588,4.8
33.6786667,-116.6916667,0.5
33.2706667,-116.4368333,0.74
39.5046,-119.8086,0.1
58.3636,-154.7016,2
44.7521667,-111.7275,3.37
38.4288,-118.8827,0.4
35.671833,-121.1460037,0.93
38.3845,-118.9087,1.9
17.9132,-65.8188,2.7
33.5033333,-116.7963333,0.19
38.3919,-118.8831,0.9
38.3892,-118.886,1.1
61.5841,-146.6643,1.7
33.9925,-116.807,1.97
36.3061,140.9763,4.4
37.5381667,-118.8226667,0.9
35.7041667,-118.075,1.08
36.4996681,-121.1551666,1.52
33.8793333,-116.8853333,1.46
38.8390007,-122.8308334,1.66
58.8594,-136.2945,3
19.3085,-155.2145,0.88
19.3116667,-155.2233333,0.71
19.3073333,-155.2138333,3.42
-8.2209,119.7032,5
38.399,-118.9136,1
34.1981667,-117.4981667,0.61
38.8448334,-122.8266678,0.45
36.9586,-116.0105,-0.2
46.2005,-122.1745,1.19
37.2852,-116.0468,0.1
37.6153336,-122.4633331,1.76
60.5669,-143.064,1.4
38.4889,-118.3753,0.3
64.6484,-148.3694,0.6
38.43,-118.8932,0.6
38.4272,-118.8998,0.8
34.0236667,-116.7956667,0.98
37.597,-118.7733333,0.55
38.8061676,-122.8190002,1.56
43.6146667,-110.3746667,1.6
37.4473333,-118.6393333,1.17
34.1658333,-117.4213333,0.61
39.63,-123.0843333,1.71
39.3364,-119.9974,0.5
32.9728333,-115.8821667,1.07
37.6254997,-121.7565002,1.49
63.5078,-147.5036,1.6
33.5965,-116.712,0.03
38.7983322,-122.8095016,1.14
44.6618333,-110.0023333,1.68
38.8450012,-122.828331,0.84
63.2984,-151.3018,1.7
63.7447,-149.3719,1.6
37.8185,-112.5281667,1.32
18.6611,-66.4896,2.5
37.0485,-97.7953333,1.95
17.9008,-65.8844,2.1
35.5449982,-120.8741684,1.84
19.0163,-66.5084,2.8
33.4975,-116.7926667,0.32
-14.3003,166.7338,4.9
44.8745,-111.5786667,0.32
34.4445,-117.922,1.88
38.8450012,-122.8209991,1.02
61.716,-149.5759,1.8
40.2006,70.755,4.7
38.3823,-118.9003,1
61.6004,-150.6254,1.8
35.470665,-120.7695007,1.63
32.9095,-116.2583333,1.99
37.0483333,-97.7943333,1.53
38.3922,-118.8994,1
42.9882,12.9484,4.8
37.4931679,-121.8440018,1.52
43.0148,12.9492,4.2
45.7345,-112.1043333,0.16
39.3356,-119.9908,0.1
19.2311667,-155.0275,1.95
63.5219,-147.323,0.7
34.5681667,-118.079,1.11
37.0445,-116.2193,1.1
51.2159,179.0841,3.5
37.0536,-117.6281,0.2
38.831501,-122.7751694,1.13
41.0018333,-121.315,1.56
60.0643,-151.6792,1.5
37.2595,-113.9946667,0.93
37.5416667,-118.8285,1.17
36.0098333,-117.7998333,0.69
64.4923,-152.4145,3.5
64.7821,-148.7408,0.5
34.0876667,-117.3138333,1.25
48.5471667,-122.5706667,1.71
36.9681,-115.991,0.4
36.7873333,-121.3868333,0.97
-33.1005,-69.7345,5.1
33.8485,-116.7906667,0.71
43.2691667,-123.2978333,1.61
64.5171,-146.7343,0.4
18.0123,-67.061,1.9
47.8123333,-122.905,0.99
64.966,-147.3984,1.3
64.9817,-147.3869,0.6
36.0423333,-117.875,0.79
62.2968,-148.4543,2.1
54.3766,-161.481,2.4
48.0858333,-121.9243333,1.82
36.8852,-98.0073,2.5
38.8076668,-122.770668,2.14
58.1955,-151.7851,3.6
63.9793,-145.1614,0.3
60.3322,-152.1087,1.3
59.8133,-153.056,2.3
37.106,-117.4388,0.2
59.9558,-151.5997,1.1
39.7041667,-110.7156667,2.04
37.9664993,-122.0944977,1.52
49.3568333,-120.4783333,2.29
37.6631667,-118.8655,0.31
63.0617,-150.516,1.8
62.2265,-147.8946,1.6
63.2579,-150.7725,1.2
63.4742,-151.8499,0.9
36.9709,-115.9945,0.1
36.472,-89.571,0.93
34.0853333,-116.663,0.83
65.1663,-149.1381,0.3
38.8708344,-122.855835,0.92
38.8190002,-122.8171692,0.88
38.4046,-118.9272,1.3
68.571,-147.8721,1.3
38.3035,-118.4901,0.1
33.1888333,-115.6053333,1.19
46.0126667,-112.4761667,1.3
60.4922,-152.3709,2.5
35.0581667,-118.3403333,1.14
45.8968333,-112.244,1.03
36.3217,-114.8553,1.8
38.4938,-118.3129,0.4
36.0509,-115.5676,0.5
46.2535,-123.1945,1.72
19.115,-155.3705,1.24
38.3888,-118.9174,1.3
60.3422,-140.1305,1.4
64.6115,-147.039,0.6
60.4838,-150.82,1.4
38.3753,-118.9005,1.4
37.4126667,-118.5353333,1.02
63.386,-151.3182,1.2
36.7006,-116.3062,-0.1
35.6991653,-121.0029984,1.22
39.8784,68.2202,4.4
59.8778,-152.4199,2.2
64.7774,-148.9993,0.8
38.3995,-118.9195,1
57.967,-156.8004,1.9
63.0499,-151.45,0.9
43.6251667,-110.3848333,1.47
63.0623,-151.4421,0.9
64.6947,-150.563,0.7
61.8347,-147.993,1.7
38.4005,-118.92,1.1
33.4265,-116.6118333,0.26
53.7944,-166.1406,2.9
60.6159,-152.0213,2.4
64.7774,-149.0957,1.2
59.7306,-153.17,2
61.543,-141.1942,1.1
33.5811667,-116.5901667,0.69
63.5521,-147.7021,1
36.6958,-116.3205,0.3
38.791832,-122.7766647,0.56
36.348999,-120.9238358,1.53
39.4993333,-111.9096667,1.21
19.7476667,-156.11,2.18
38.8195,-122.7606667,0.8
65.5072,-149.8455,0.9
39.2908333,-123.2371667,2.11
34.0156667,-118.042,1.03
54.2811,-165.3412,2.2
18.2777,-68.2034,3.4
34.135,-106.8659,2.8
36.6972,-116.3135,1.5
18.607,-65.954,3.6
58.2807,-151.3497,1.8
63.978,-152.9993,1
-27.0897,-175.9901,4.9
45.8041667,-112.9751667,1.11
38.4353,-118.8903,0.8
38.4695,-117.862,1.4
60.285,-152.9966,2.4
38.409,-118.9182,1
65.5775,-147.9966,0.9
38.7978325,-122.7488327,1.19
36.7102,-116.3267,0.1
33.6535,-117.4045,1.28
33.4466667,-117.113,0.82
33.5066667,-117.2135,0.94
64.9665,-148.2571,0.8
60.1003,-153.2332,1.7
33.6816667,-116.767,0.51
58.7918,-153.7088,1.2
61.5362,-151.6638,0.9
36.701,-116.3166,0.7
59.4197,-134.6324,1.5
61.2185,-149.3788,1.4
33.425,-116.6103333,1.28
37.4166667,-118.518,0.38
63.2932,-151.1096,1
63.3291,-151.1935,0.9
36.5403,70.2627,4.4
19.0007,-65.0544,3.2
20.0491667,-156.6778333,2.54
56.1542,-154.2873,3.8
56.148,-154.3071,2.4
59.882,-153.5209,1.9
33.9973333,-116.9841667,1.08
38.3907,-118.8712,1.1
55.1556,-159.6677,2.1
64.6784,-149.9174,0.5
33.8973333,-116.2138333,0.97
38.392,-118.9123,1.1
64.6687,-146.8681,0.6
33.4496667,-116.719,0.69
61.51,-151.9559,1.3
-6.5417,115.6793,4.9
56.3714,-156.5391,1.9
65.1729,-148.9735,0.8
38.8383331,-122.7851639,0.84
19.2536,145.5587,4.8
68.168,-148.0908,0.7
38.4268,-118.8397,1.1
34.0815,-117.8908333,0.82
63.5534,-151.2632,0.7
39.6823333,-122.5641667,1.88
39.6813316,-122.564003,2.07
48.5998333,-123.0886667,1.79
65.2506,-148.8982,0.5
58.7627,-153.703,1.2
35.4003333,-118.5456667,1.29
35.4011667,-118.5378333,1.7
64.6477,-147.6464,0.1
39.5992,-119.7748,0.2
60.0413,-153.0214,1.8
38.3853,-118.9068,1
60.6103,-151.101,1.7
38.8223343,-122.7786636,0.7
19.178833,-155.4806671,1.85
60.9281,-149.7139,0.9
61.402,-149.5711,1.5
36.7555,-116.2705,-0.1
43.6128333,-110.3838333,1.92
59.2197,-152.4212,1.7
61.3508,-140.147,1.2
38.3957,-118.8922,1.3
38.3943,-118.8852,1
38.3913,-118.8529,1
38.4802,-118.3898,0.7
45.7503333,-112.1126667,0.3
61.134,-147.1318,1.5
33.4846667,-116.8835,0.92
66.1888,-141.861,0.8
36.2756,-97.5118,2.9
39.2679,-120.3702,1.3
-32.7213,179.6155,4.4
60.9395,-148.6288,1
38.4272,-118.9332,0.9
36.9733,-115.9958,-0.2
58.7637,-153.6932,1.5
38.3541,-118.9116,1.1
38.5723333,-112.5761667,1.21
-5.8539,102.4137,4.7
41.6726,-72.3726,1.6
62.2425,-150.3634,1
41.4683333,-111.513,1.5
51.2947,-176.4971,2.1
61.5503,-146.4263,1.2
35.562,-118.3978333,1.26
38.631,-119.7175,1.7
17.9857,-67.192,2.1
64.5092,-149.3265,0.5
39.596,-119.7825,0.3
63.3304,-155.2892,1.4
38.8255005,-122.7978363,1.2
60.3389,-150.5395,1.8
64.8526,-147.5393,0.5
38.4076,-118.9009,0.8
64.8361,-147.5262,1
36.997,-97.9731667,1.6
60.3199,-141.1493,1.2
61.4667,-150.7449,1.1
-38.0705,177.8298,5.2
59.735,-152.4876,1.4
36.9643,-115.9955,1.6
19.3575001,-155.2859955,1.78
36.972,-115.9871,-0.1
34.1786667,-117.3988333,0.78
38.816,-122.7811667,0.22
58.7177,-153.6755,1.7
35.928833,-120.4803314,1.44
36.3034,-117.228,0.2
-11.6951,-77.2242,4
59.5702,-152.3913,1.5
39.5929,-119.7859,0.9
36.6973,-116.3158,-0.3
38.809166,-122.8180008,0.9
36.696,-116.3156,-0.1
38.8501667,-111.671,1.99
37.5388333,-118.8415,0.73
38.3765,-118.8785,1.2
39.6045,-119.7634,0.1
61.1693,-151.4276,1.6
54.2186,-164.8182,2.2
61.6629,-151.8422,2.9
39.2795,-120.3805,-0.1
59.8121,-151.7261,1.4
38.75,-122.723,2.27
48.5891667,-123.0586667,1.57
38.841835,-122.8775024,1.16
39.591,-119.8038,0.2
39.6097,-119.7688,1.2
59.3308,-152.1306,1.9
35.2656667,-87.2221667,2.31
38.7988333,-122.7963333,0.87
38.8156662,-122.8199997,0.85
64.6805,-149.0339,0.4
59.9119,-151.3074,2.5
38.3929,-118.8928,1
36.2829,-97.5188,3.3
33.4826667,-116.4675,0.62
58.7073,-155.0263,1.9
61.651,-149.9431,1
60.4295,-140.267,1.2
58.727,-153.6603,2
62.0948,-145.1708,1
33.5026667,-116.7916667,0.44
35.6275,-116.3244,1.1
64.6633,-150.4815,0.6
36.9758,-116.0005,-0.1
65.1443,-149.0353,0.5
17.4387,-101.0951,4.8
64.3547,-149.7482,1
37.8472,-116.9091,0.4
33.1695,-115.6381667,1.13
64.9917,-147.3162,1.8
28.1597,104.8492,4.5
61.1601,-152.0322,1.7
36.0931667,-117.876,0.53
12.0967,141.0627,5.3
36.7895,-116.2223,-0.2
-17.1024,-174.1852,4.7
38.7931671,-122.7808304,1.14
38.8133316,-122.8153305,0.52
63.0673,-151.0236,1.4
38.8030014,-122.7703323,0.53
36.54,-89.6673333,1.08
45.1266667,-111.6695,0.61
62.0611,-151.8915,1.4
38.8235016,-122.8203354,0.94
38.3467,-118.8996,1.7
33.726,-116.8323333,1.14
38.2996,-118.4892,0.7
39.5967,-8.8901,3.6
58.766,-153.7092,1.6
46.9678333,-114.2253333,0.16
36.9704,-115.9974,0.7
51.334,-177.9075,2.3
36.0303333,-117.7676667,1.07
61.2988,-150.6937,1.1
36.03,-117.7691667,0.52
36.0295,-117.7688333,0.24
51.6205,-176.6701,2.5
36.0316667,-117.7676667,0.12
54.0915,-162.4995,2.4
36.032,-117.7695,0.1
36.0316667,-117.7651667,0.78
68.592,-142.9738,1.3
63.2298,-151.3409,0.8
36.0241667,-117.7751667,0.07
33.6276667,-117.1503333,1.05
49.3475,-120.4513333,2.04
38.7560005,-122.706337,1.19
59.936,-139.6032,1.6
64.6772,-150.4642,0.7
-5.5445,147.2099,4.5
58.8834,-153.6434,1.6
58.8654,-153.5884,2.2
62.3691,-149.5132,1.2
0.1901,126.3524,4.4
34.9951667,-118.192,1.04
36.9743,-115.9959,-0.1
61.1986,-147.0487,1.1
48.6005,-123.066,2.77
37.3225,-122.0995,1.76
19.5885,-155.3598333,1.71
36.9541,-116.0081,-0.1
35.9351667,-117.2203333,1.36
38.3836,-118.8995,1
20.0668333,-156.4878333,2.77
34.3631667,-117.025,1.67
38.3722,-118.6555,0.9
36.9625,-116.0017,1.1
35.0591667,-118.337,1.05
60.4232,-151.4488,1.3
33.1673333,-117.016,1.3
38.3584,-118.9012,1.3
38.3588,-118.9048,0.9
38.3605,-118.9054,1.1
62.1668,-149.9498,1.2
38.8153343,-122.8228302,1.35
-6.1796,146.8947,4.3
56.3801,-156.9122,2
37.3937,-117.0332,0.6
46.3375,-111.6036667,1.06
48.598,-123.0853333,1.82
33.5033333,-116.7936667,0.62
36.9676,-115.9927,0.1
58.8123,-137.5622,1.6
46.7676667,-119.7588333,1.03
38.3872,-118.9052,1.6
58.8048,-137.55,2.7
63.0672,-149.1935,1.1
64.6945,-150.4063,0.6
28.3694,129.9362,4.9
-0.8641,131.2943,4.1
61.4757,-146.5625,1.9
48.5945,-123.0678333,1.17
60.9718,-152.374,1.7
59.8778,-153.2524,1.8
60.7539,-147.6478,2
36.1141667,-117.6005,1.41
-6.3855,122.2922,4.7
54.1071,-165.17,2
37.6133347,-122.454834,1.59
38.3022,-118.1163,0.9
61.1157,-149.8435,1.3
38.7591667,-122.7269974,1.41
38.758,-122.7251667,1.75
64.676,-148.5929,0.4
64.6985,-148.6265,0.2
-11.01,162.008,4.6
62.8844,-151.0793,1.9
64.4524,-147.236,0.6
64.7172,-149.3706,0.2
40.6169,-119.2707,1.6
35.9008333,-117.6751667,1.15
64.6716,-150.4861,0.6
33.5971667,-116.7108333,0.45
48.4115,152.8963,4.4
53.5528,-167.4344,1.9
36.0583333,-120.6326667,0.9
65.2099,-149.1214,0.4
40.6175,-119.2721,1.5
48.6005,-123.0566667,1.32
61.5525,-150.0483,1.3
33.5966667,-116.7138333,0.59
40.6053,-119.2921,1.2
44.4181667,-114.1071667,2.17
40.6161,-119.2985,1.2
61.9018,-148.2929,1
36.0446667,-120.613,0.43
40.5997,-119.3023,1.7
38.5979,-118.6099,0.9
19.3841667,-155.2796667,1.25
38.8053322,-122.7389984,0.86
19.383667,-155.280838,1.79
38.8025,-122.7376667,2.32
38.3779,-118.8948,1.1
36.9724,-116.0002,-0.3
64.6756,-150.4648,0.6
64.67,-150.4973,1.3
61.0271,-147.7034,1.5
64.6495,-150.4509,0.6
39.0276,-118.7972,0.9
-19.5385,-175.9358,4.5
38.3565,-118.8977,0.9
-35.0569,139.1965,3.9
33.493,-116.7926667,1.69
33.5966667,-116.7125,0.62
48.6005,-123.0606667,0.22
19.3868333,-155.279,1.27
64.6793,-150.4758,0.7
59.2429,-152.7937,3.1
33.573,-116.6035,0.45
35.4011667,-118.5455,1.27
60.6323,-147.9956,1.6
60.6394,-150.5711,1.4
33.0315,-116.4326667,1.03
61.6561,-148.1258,0.9
64.6813,-150.4644,0.9
61.1071,-146.5697,1.5
38.8346667,-122.7863333,1.05
55.0123,-161.4804,2.1
38.7946667,-122.8683333,0.81
65.019,-150.2673,0.5
38.37,-118.9013,1.3
37.4625,-118.8198333,0.82
63.2355,-150.7087,1.3
38.4087,-118.9038,1
33.7038333,-116.688,0.63
34.7808333,-121.1358333,1.91
-11.1797,-76.503,4.6
38.3832,-118.8933,0.8
37.453,-118.8373333,0.85
44.7125,-111.8818333,1.12
-37.2739,-73.735,4.4
61.5282,-140.5475,0.8
61.5024,-140.59,1.3
37.2875,-118.3096667,0.73
38.8376656,-122.7848358,0.89
37.3133333,-118.333,1.06
38.3702,-118.9593,0.9
36.4863,-116.2906,0.5
57.0794,-157.6144,2.9
37.0935,-115.4165,0.6
58.4907,-154.6435,1.6
63.4279,-151.3252,0.9
39.5917,-119.1029,1.2
45.7208333,-112.1135,0.26
35.4605,-120.7761667,1.3
36.0218333,-117.7755,0.75
-15.6095,-70.3289,4.6
61.8248,-150.1495,1.2
38.7586667,-122.735,0.64
61.8525,-147.9775,0.8
58.7314,-153.6345,1.4
38.8326683,-122.8478317,1.03
-42.3632,173.8553,4.9
30.7099,83.3452,5.1
35.3651667,-91.821,2.13
32.9581667,-115.866,1.44
38.3874,-118.9008,1.5
61.4173,-152.2972,2.1
45.7135,-112.1166667,0.61
57.1118,-157.7637,2.6
37.659,-118.8703333,0.01
38.4311,-118.8957,0.8
48.5978333,-123.092,1.23
20.059,-156.5042,3.7
38.0815,-116.7412,0.9
38.795166,-122.7503357,0.55
60.0727,-152.0747,1.9
61.4155,-152.322,1.1
37.0665,-98.0536667,2.11
38.8996,-118.1734,1.3
61.4294,-152.297,2.6
33.4985,-116.5161667,0.83
62.0872,-145.0688,1.1
